Listing ID,Sale Price,LTM Multiple,Last 12 Months,3-Year Average,Dollar Age,Track Included,Last Transaction Price,Last Transaction Date,Term,Marketplace Median,Minimum Bid,Asset ID,YouTube Link,Offer Info,Tracks Included,Years Remaining,Expiration Date
5645,"$70,750 ",7.00 x LTM,"$10,105 ","$9,331 ",6.13 Years,,,,Life of Rights,"$**,***","$40,000 ",5645,"IvAQ_n67n-0,z-7qUUa2iOE,VNeAPuQRswM,fsdI12NsYQU",10 offers made by 5 investors,4,,
5364,"$100,000 ",4.64 x LTM,"$21,566 ","$20,139 ",4.80 Years,,,,Life of Rights,"$***,***","$65,000 ",5364,"ifZzXeNt3L4,t9rplKz7mKg,RjPHsgQlw4s",73 offers made by 11 investors,85,,
5469,"$31,500 ",6.71 x LTM,"$4,693 ","$5,590 ",5.67 Years,,"$46,000 ",26-Jan-22,Life of Rights,"$**,***","$18,122 ",5469,"KSH-FVVtTf0,pAnK1y7qjuE,N5qWjQ9j6l0",46 offers made by 7 investors,34,,
5668,"$37,500 ",9.83 x LTM,"$3,813 ","$3,361 ",17.14 Years,,,,Life of Rights,"$**,***","$15,000 ",5668,"0SAyNf1p81s,ls-OboMdawI,kJJW3K6fxtk",31 offers made by 7 investors,55,,
5669,"$10,050 ",3.19 x LTM,"$3,147 ",—,1.50 Years,,,,Life of Rights,—,"$3,147 ",5669,"hTYH3mOONPY,Gm-iGQ5rQmY,DohiksYBJx4",7 offers made by 2 investors,3,,
4902,"$4,500 ",3.48 x LTM,"$1,293 ","$1,789 ",7.89 Years,,"$5,500 ",6-Nov-22,Term Advance 10-Year,"$*,***","$1,911 ",4902,mhoGX-10k7Y,14 offers made by 7 investors,30,5.1,20-Jun-29
5662,"$73,500 ",28.28 x LTM,"$2,599 ","$2,584 ",142.75 Years,1,,,Life of Rights,—,"$10,000 ",5662,,74 offers made by 13 investors,,,
5118,"$165,000 ",8.28 x LTM,"$19,920 ","$17,948 ",4.37 Years,,"$87,500 ",23-Nov-21,Life of Rights,"$***,***","$150,000 ",5118,"kU0SJTmdFp4,NytGzDhMnA0",26 offers made by 4 investors,17,,
4879,"$18,000 ",9.42 x LTM,"$1,910 ","$1,365 ",7.25 Years,1,"$14,000 ",12-Oct-22,Life of Rights,"$**,***","$16,000 ",4879,Z9eMk051dYg,38 offers made by 17 investors,,,
5233,"$350,000 ",8.98 x LTM,"$38,976 ","$33,547 ",20.01 Years,,,,Life of Rights,"$***,***","$250,000 ",5233,"dhZTNgAs4Fc,uCUpvTMis-Y,UCCyoocDxBA",58 offers made by 6 investors,26,,
5624,"$37,750 ",6.20 x LTM,"$6,088 ","$4,910 ",6.45 Years,,,,Life of Rights,"$**,***","$20,000 ",5624,"Tc-XxqEyolU,E5dlog8Eg9A,U72gfK_Heqk",26 offers made by 5 investors,66,,
5658,"$14,100 ",6.40 x LTM,"$2,204 ","$2,551 ",5.32 Years,,,,Life of Rights,"$**,***","$6,500 ",5658,"gypaGzIEiTE,iU9EAUN1fiI,CZzVshIwQaE",40 offers made by 11 investors,41,,
5664,"$250,000 ",10.46 x LTM,"$23,902 ","$19,873 ",22.58 Years,,,,Life of Rights,"$***,***","$115,000 ",5664,"znlFu_lemsU,RKWamu47De8",26 offers made by 7 investors,8,,
5348,"$19,000 ",4.31 x LTM,"$4,404 ","$2,125 ",2.91 Years,,"$12,500 ",25-Sep-23,Life of Rights,"$*,***","$6,250 ",5348,"vMeUz6-VEec,HA2sOPA_mIs,ZlNI7UhRoyc",39 offers made by 21 investors,72,,
5644,"$141,000 ",15.52 x LTM,"$9,084 ","$8,284 ",10.76 Years,,,,Life of Rights,"$**,***","$40,000 ",5644,"HKtsdZs9LJo,opeETnB8m8w,KVYup3Qwh8Q,lA-gGl6qihQ",22 offers made by 9 investors,46,,
5421,"$17,600 ",7.61 x LTM,"$2,313 ","$2,987 ",3.22 Years,,"$13,560 ",6-Nov-23,Life of Rights,"$**,***","$16,000 ",5421,"dCuCpVPkWDY,LFNhwwfrKn4,tmtCrvCad3E",16 offers made by 6 investors,6,,
5648,"$186,000 ",8.70 x LTM,"$21,381 ","$26,024 ",11.52 Years,,,,Life of Rights,"$***,***","$90,000 ",5648,"U-9dRGXiOqk,jBiJQwj3ro8,Pbi7_5RlgbE",5 offers made by 3 investors,62,,
5665,"$19,500 ",4.33 x LTM,"$4,502 ","$2,091 ",6.79 Years,,"$13,000 ",17-Oct-23,Life of Rights,"$**,***","$5,012 ",5665,"NJd_sGQwc_8,JKOhlMF84o4,YTKjzWXLfWk",,13,,
5663,"$8,500 ",4.55 x LTM,"$1,867 ","$2,272 ",4.86 Years,,,,Life of Rights,"$**,***","$7,500 ",5663,"ZqkUAEbkx5A,sI85R_w4AQg,nZ9kr7Ln9c8",5 offers made by 2 investors,23,,
4213,"$25,800 ",8.15 x LTM,"$3,164 ","$3,542 ",12.71 Years,,,,Term Advance 30-Year,—,"$8,000 ",4213,"wqOnLhYzqMo,pfTRTTvNgOY",76 offers made by 17 investors,65,30,30-Apr-54
5638,"$45,000 ",4.59 x LTM,"$9,797 ","$7,875 ",6.02 Years,,,,Term Advance 30-Year,—,"$20,000 ",5638,"6SpPtlOYHb4,OuDeLfnfD7A",18 offers made by 6 investors,56,30,29-Apr-54
5641,"$22,000 ",4.50 x LTM,"$4,888 ",—,1.39 Years,1,,,Life of Rights,—,"$8,000 ",5641,X9X_qq35OZg,14 offers made by 9 investors,,,
5656,"$26,000 ",5.88 x LTM,"$4,425 ","$5,051 ",9.26 Years,,,,Life of Rights,"$**,***","$18,500 ",5656,"oTBWxdTxx4k,NOYJmEa-6hs,SvYYp5mRGpQ",,10,,
5611,"$150,000 ",23.08 x LTM,"$6,498 ","$6,461 ",142.75 Years,1,,,Life of Rights,—,"$64,000 ",5611,,18 offers made by 8 investors,,,
5631,"$6,000 ",6.24 x LTM,$961 ,$851 ,5.44 Years,,,,Term Advance 30-Year,"$*,***","$3,000 ",5631,"UI-BnJEzyDM,Qcuk4LLRatk",6 offers made by 2 investors,18,30,25-Apr-54
5647,"$5,500 ",3.08 x LTM,"$1,783 ",$924 ,3.24 Years,,,,Life of Rights,"$*,***","$1,783 ",5647,6v5bAGTJxZ8,6 offers made by 5 investors,4,,
5476,"$15,000 ",3.37 x LTM,"$4,446 ","$4,337 ",6.83 Years,,"$11,500 ",4-Jan-24,Term Advance 10-Year,"$**,***","$5,750 ",5476,"NIld_iEc67s,dG_BWKHRx8s",2 offers made by 2 investors,26,5.93,26-Mar-30
5628,"$9,000 ",6.53 x LTM,"$1,378 ","$1,420 ",5.20 Years,,,,Life of Rights,"$*,***","$4,000 ",5628,"N2mqbhpSfdg,YDWI7MV-7WE,1JpbEoo8lto",32 offers made by 7 investors,32,,
5627,"$14,500 ",6.00 x LTM,"$2,416 ","$2,132 ",5.47 Years,,,,Life of Rights,"$**,***","$8,000 ",5627,"N2mqbhpSfdg,1JpbEoo8lto,FFg7H15kYSs",36 offers made by 6 investors,33,,
5630,"$59,000 ",12.82 x LTM,"$4,602 ","$4,218 ",13.31 Years,,,,Life of Rights,"$**,***","$23,000 ",5630,"sRbKzumSPVw,aT92TZhTI5I,sCoeuDvwUFk",53 offers made by 9 investors,19,,
5632,"$13,750 ",2.34 x LTM,"$5,872 ","$3,029 ",2.68 Years,,,,Life of Rights,"$**,***","$5,000 ",5632,"rGaZsqS3oS8,sg-8ovprfDA,m9Ute3KQ8nk",4 offers made by 3 investors,25,,
5264,"$12,550 ",4.29 x LTM,"$2,922 ","$2,479 ",5.25 Years,,"$9,450 ",16-Jul-23,Term Advance 10-Year,"$*,***","$4,725 ",5264,7PmUtmfTmbg,15 offers made by 6 investors,5,5.82,7-Feb-30
5360,"$20,800 ",4.93 x LTM,"$4,217 ","$2,337 ",6.01 Years,1,,,Life of Rights,"$**,***","$10,000 ",5360,As1pRzoKmJ8,71 offers made by 19 investors,,,
5339,"$28,000 ",9.34 x LTM,"$2,998 ","$3,098 ",6.40 Years,,,,Life of Rights,"$**,***","$13,000 ",5339,"LumFU1oMJ9Q,rq8lvKq1oes,VxPrijtksU0,Z8wjzdRVY9k",50 offers made by 5 investors,97,,
5599,"$124,500 ",8.85 x LTM,"$14,074 ","$11,191 ",69.21 Years,,,,Life of Rights,"$***,***","$60,000 ",5599,"XSL-YtVV9U4,pjl7xtoFp0U,pyFWQ2OH2Xs",9 offers made by 6 investors,109,,
5582,"$63,500 ",5.24 x LTM,"$12,130 ","$8,383 ",5.33 Years,,,,Life of Rights,"$**,***","$16,000 ",5582,"Z9eMk051dYg,pN9EcKxK360,BmLSua7LPR8",24 offers made by 10 investors,87,,
5178,"$185,000 ",6.53 x LTM,"$28,340 ","$41,431 ",3.84 Years,,,,Life of Rights,"$***,***","$95,000 ",5178,"fxrkhf17fU0,LLAgke7QprM,4k3YY0bMXU4",89 offers made by 8 investors,14,,
4594,"$17,500 ",8.23 x LTM,"$2,127 ","$2,294 ",4.45 Years,,"$10,500 ",2-Apr-22,Life of Rights,"$**,***","$15,000 ",4594,qXNuHTsSTv4,35 offers made by 12 investors,2,,
5032,"$38,500 ",8.91 x LTM,"$4,322 ","$5,577 ",7.44 Years,1,"$30,500 ",30-Jan-23,Life of Rights,"$**,***","$4,853 ",5032,6Prfg3vyZkA,35 offers made by 6 investors,,,
5291,"$205,663 ",13.74 x LTM,"$14,970 ","$15,954 ",20.61 Years,,,,Life of Rights,—,"$100,000 ",5291,"9Lijm2eCH9U,yHGgzxq_QYU,zEtYTEUOPWI,sahPC4l1Y3c",30 offers made by 12 investors,785,,
5580,"$63,000 ",24.68 x LTM,"$2,553 ","$2,600 ",142.51 Years,1,,,Life of Rights,—,"$15,000 ",5580,,71 offers made by 13 investors,,,
4523,"$87,950 ",7.08 x LTM,"$12,424 ","$12,687 ",5.31 Years,,"$72,000 ",25-Feb-22,Life of Rights,—,"$83,000 ",4523,"CZmB6XvOXbY,DMmQSMWBo0Y",14 offers made by 5 investors,24,,
5334,"$51,100 ",2.36 x LTM,"$21,658 ",—,1.50 Years,1,"$47,200 ",12-Sep-23,Life of Rights,—,"$20,000 ",5334,H_zblx6EzME,12 offers made by 4 investors,,,
4766,"$23,000 ",7.46 x LTM,"$3,083 ","$2,282 ",9.18 Years,,"$19,250 ",5-Aug-22,Term Advance 30-Year,"$**,***","$1,720 ",4766,"bRChz-OYi9o,KnLspfa1UsY,Ib36P4_Xtp8",12 offers made by 8 investors,7,28.35,5-Aug-52
3816,"$65,900 ",6.94 x LTM,"$9,493 ","$6,992 ",15.96 Years,,"$49,500 ",13-Jul-20,Life of Rights,"$**,***","$62,000 ",3816,"Er3RlUGJeFk,CpkCWs2zSNY",54 offers made by 23 investors,3,,
5004,"$69,950 ",6.43 x LTM,"$10,878 ","$10,515 ",4.64 Years,,"$23,510 ",8-Jan-23,Life of Rights,"$**,***","$60,000 ",5004,"KHyjGty526Y,ZqkUAEbkx5A,nZ9kr7Ln9c8",19 offers made by 10 investors,11,,
5452,"$171,000 ",8.45 x LTM,"$20,232 ",—,14.07 Years,,,,Life of Rights,"$***,***","$75,000 ",5452,"fgveGYbRFdE,hww1GApX3no,ZOQRCZIfHBw",18 offers made by 7 investors,38,,
5604,"$85,250 ",11.33 x LTM,"$7,525 ","$5,607 ",57.67 Years,,,,Life of Rights,"$**,***","$25,000 ",5604,"GBtHnMT2o3Y,kYm3dSXKloA,Lw2L_vGUMtE",10 offers made by 6 investors,9,,
3479,"$5,000 ",4.43 x LTM,"$1,128 ",$934 ,6.72 Years,,"$7,750 ",22-Jul-19,Term Advance 10-Year,"$*,***","$4,500 ",3479,dBpJiHvmuik,53 offers made by 28 investors,3,5.32,22-Jul-29
5535,"$71,000 ",5.31 x LTM,"$13,373 ","$13,059 ",3.64 Years,,,,Term Advance 30-Year,"$**,***","$45,000 ",5535,"U5XufcVdKx4,0OfSyl9gkWM,yhJQBlQsmzE",22 offers made by 6 investors,17,30,26-Mar-54
5409,"$61,111 ",2.40 x LTM,"$25,427 ","$18,732 ",13.48 Years,,"$42,300 ",18-Nov-20,Term Advance 10-Year,"$**,***","$60,000 ",5409,"hyj4JFSErrw,xFhZSo0dbao,So1qiyLaypk,Mi25hQwTM0w",9 offers made by 4 investors,80,6.65,18-Nov-30
4458,"$5,500 ",3.40 x LTM,"$1,618 ","$1,567 ",8.09 Years,1,"$4,891 ",5-Jan-22,Term Advance 10-Year,"$*,***","$1,291 ",4458,mcr49AktZVs,27 offers made by 8 investors,,5.55,14-Oct-29
5583,"$10,799 ",6.44 x LTM,"$1,677 ","$1,727 ",4.02 Years,,,,Term Advance 30-Year,"$**,***","$5,000 ",5583,"CvDlqguitkE,_xQve_HWDOc,psJ1TWSUsOk",27 offers made by 6 investors,101,30,22-Mar-54
5533,"$70,000 ",6.70 x LTM,"$10,454 ","$10,307 ",3.55 Years,,,,Life of Rights,"$**,***","$35,000 ",5533,"U5XufcVdKx4,0OfSyl9gkWM,yhJQBlQsmzE",33 offers made by 9 investors,8,,
5586,"$125,883 ",4.31 x LTM,"$29,203 ","$31,041 ",5.26 Years,,,,Term Advance 10-Year,"$***,***","$85,000 ",5586,"Mk6rxbKDKts,DdUAUYOcc3c,XyFJxMS8Jp8",4 offers made by 2 investors,185,10,20-Mar-34
5461,"$72,225 ",9.75 x LTM,"$7,411 ","$8,238 ",11.27 Years,,,,Life of Rights,"$**,***","$35,000 ",5461,"ZgO2pN2xmVU,BptDznVpt6M,DM2hDzzpGhI",,115,,
5065,"$32,750 ",7.00 x LTM,"$4,678 ","$6,214 ",4.65 Years,,"$35,000 ",22-Feb-23,Life of Rights,"$**,***","$17,500 ",5065,"Qh31l0GRzGA,bqlzoxTvOkE,8EZc_EGxTYI",24 offers made by 10 investors,32,,
5585,"$38,000 ",9.31 x LTM,"$4,083 ","$4,536 ",6.00 Years,1,,,Life of Rights,"$**,***","$17,500 ",5585,oTOm8VkHGh4,12 offers made by 4 investors,,,
5311,"$37,001 ",9.07 x LTM,"$4,078 ","$3,786 ",12.75 Years,,"$35,000 ",31-Aug-23,Life of Rights,"$**,***","$35,000 ",5311,"o_fiKuEZFPY,dVInQyzTjh8,FbTXpVicexk",24 offers made by 9 investors,117,,
5511,"$30,000 ",3.96 x LTM,"$7,574 ","$7,494 ",6.29 Years,,,,Life of Rights,—,"$10,000 ",5511,"QSPAv0SSjE8,gca1eSTtF00",,25,,
5570,"$14,750 ",11.96 x LTM,"$1,233 ","$1,124 ",20.13 Years,,,,Life of Rights,"$**,***","$5,000 ",5570,"84HRvRS1Cv8,4QuSt3Jvr4U,4W8K3OhxVSw",48 offers made by 10 investors,90,,
5569,"$190,000 ",4.55 x LTM,"$41,734 ","$74,971 ",9.62 Years,,,,Life of Rights,—,"$100,000 ",5569,,12 offers made by 5 investors,3,,
5530,"$225,000 ",6.58 x LTM,"$34,190 ","$26,045 ",11.70 Years,,,,Life of Rights,"$***,***","$130,000 ",5530,"OGNHLc4FWwA,w_x7DFmgX8M,G_rQ6Av0gMY",87 offers made by 7 investors,44,,
3901,"$144,231 ",7.67 x LTM,"$18,813 ","$20,004 ",6.29 Years,,"$97,000 ",15-Nov-20,Life of Rights,"$***,***","$100,000 ",3901,"UhWQegaStbo,6AuuLSZmA1Y,ZstwI716b2Y",59 offers made by 18 investors,193,,
5562,"$25,000 ",8.12 x LTM,"$3,078 ","$4,581 ",6.92 Years,,,,Life of Rights,"$**,***","$11,000 ",5562,"xa8WkJZ_Zr0,W5ct9ynWya0,uVFYWtzFunI",21 offers made by 7 investors,75,,
5561,"$26,471 ",4.58 x LTM,"$5,780 ","$7,422 ",5.00 Years,,,,Term Advance 10-Year,"$**,***","$15,000 ",5561,"LxIl64TJ40U,MXFR01b7ej8,b-zI8vSk2WU,AIHrtKJGgVI",7 offers made by 2 investors,86,10,11-Mar-34
5259,"$9,501 ",4.47 x LTM,"$2,128 ",—,2.04 Years,,"$8,750 ",8-Jul-23,Life of Rights,"$*,***","$9,500 ",5259,"zFbh-XfGfqg,mpHXv9cvJvQ",5 offers made by 4 investors,7,,
5459,"$15,001 ",8.55 x LTM,"$1,755 ","$1,555 ",11.75 Years,,"$11,501 ",12-Dec-23,Term Advance 30-Year,"$**,***","$15,000 ",5459,"JBP7eToCQEE,U_z4O6I_oP4,UavbJW0wTUA",7 offers made by 4 investors,71,29.76,12-Dec-53
5577,"$105,000 ",5.90 x LTM,"$17,792 ","$21,248 ",3.39 Years,,,,Life of Rights,"$**,***","$60,000 ",5577,"xeA7sqs0yi0,c3CQMNWvx-I,mOiIEREWKpM",12 offers made by 3 investors,34,,
5522,"$24,500 ",8.20 x LTM,"$2,988 ","$3,074 ",11.38 Years,1,,,Life of Rights,"$**,***","$14,000 ",5522,FpX1PqUVgjM,20 offers made by 8 investors,,,
5438,"$60,000 ",9.42 x LTM,"$6,366 ","$5,669 ",26.38 Years,,,,Term Advance 30-Year,"$**,***",,5438,"ZX3wwbFi_iI,0jzn9KZiso0,FSRRU1Fxqqk",10 offers made by 4 investors,14,30,9-Mar-54
5457,"$9,800 ",7.07 x LTM,"$1,386 ",$979 ,4.37 Years,,"$6,000 ",14-Dec-23,Term Advance 30-Year,"$*,***","$9,000 ",5457,"xfOdx0wBQB4,zHjHTCsPsII,_YC8NN35IcM",9 offers made by 3 investors,280,29.77,14-Dec-53
5571,"$16,500 ",8.33 x LTM,"$1,980 ","$2,651 ",5.50 Years,1,,,Term Advance 30-Year,"$**,***","$7,500 ",5571,oTOm8VkHGh4,12 offers made by 6 investors,,30,8-Mar-54
5576,"$22,200 ",5.44 x LTM,"$4,080 ","$5,719 ",4.42 Years,,,,Life of Rights,"$**,***","$15,000 ",5576,"c3CQMNWvx-I,ovox6U6H_f4,u5KVyi_eeps",,5,,
5519,"$32,000 ",4.17 x LTM,"$7,676 ",—,1.25 Years,1,,,Life of Rights,"$**,***","$8,000 ",5519,X9X_qq35OZg,,,,
4963,"$35,000 ",10.42 x LTM,"$3,359 ","$3,231 ",11.90 Years,,"$17,500 ",7-Dec-22,Life of Rights,"$**,***","$8,329 ",4963,"401hZy6Hipw,chcaF-3eCtk,rCUAU1wxU48",25 offers made by 13 investors,32,,
5559,"$39,000 ",7.35 x LTM,"$5,308 ","$3,936 ",15.38 Years,,,,Term Advance 30-Year,"$**,***","$20,000 ",5559,"a1_aETw9yfw,lTurfn7vvCk,daRhEOkUL1o",21 offers made by 5 investors,16,30,7-Mar-54
4768,"$24,500 ",8.34 x LTM,"$2,936 ","$3,835 ",8.30 Years,,"$38,500 ",10-Aug-22,Life of Rights,—,"$20,000 ",4768,,23 offers made by 9 investors,2293,,
5546,"$3,000 ",19.13 x LTM,$157 ,$326 ,3.86 Years,,"$4,000 ",15-Feb-24,Life of Rights,$***,"$2,000 ",5546,"elyJSU0_sE4,mgxa5zvc_m8,S3BdfLNIiEg",6 offers made by 4 investors,3,,
5549,"$202,500 ",6.22 x LTM,"$32,579 ","$21,702 ",15.48 Years,,,,Life of Rights,"$***,***","$125,000 ",5549,fCebJodm0lY,17 offers made by 6 investors,2,,
5197,"$232,500 ",14.81 x LTM,"$15,698 ","$16,226 ",29.22 Years,,"$189,000 ",5-Jun-23,Life of Rights,—,"$225,000 ",5197,"NzncQbBkFCM,mvy4YH9--Vw",13 offers made by 10 investors,2,,
5544,"$19,900 ",5.20 x LTM,"$3,826 ","$5,112 ",3.55 Years,,,,Life of Rights,"$**,***","$10,000 ",5544,"blzBEUr5ONs,xuQ70CPSKTo,xVDhIBPfGAA",10 offers made by 3 investors,128,,
5553,"$156,000 ",30.42 x LTM,"$5,129 ","$5,214 ",142.51 Years,1,,,Life of Rights,—,"$5,129 ",5553,,14 offers made by 5 investors,,,
5545,"$77,000 ",10.46 x LTM,"$7,361 ","$6,336 ",27.50 Years,,,,Term Advance 30-Year,"$**,***","$37,000 ",5545,"Clxtg2pFTQM,mWQGhdITki4,RzpXc12i2lE",31 offers made by 12 investors,63,30,28-Feb-54
5548,"$38,000 ",2.70 x LTM,"$14,082 ",—,2.25 Years,1,,,Life of Rights,—,"$25,000 ",5548,MmUNXU77waQ,4 offers made by 3 investors,,,
5510,"$161,000 ",6.71 x LTM,"$23,991 ","$22,893 ",4.91 Years,,,,Life of Rights,"$***,***","$100,000 ",5510,"nC99Cj07iKg,edsx_MOhVnk,gegW-vR_UHo,QH-fWNOsZsM",58 offers made by 8 investors,16,,
5540,"$10,500 ",5.88 x LTM,"$1,787 ","$2,596 ",3.98 Years,,,,Life of Rights,"$*,***","$5,000 ",5540,"T0seYxfaoG0,Dw9VhFMOIIY",15 offers made by 6 investors,2,,
4004,"$3,001 ",4.59 x LTM,$654 ,$696 ,9.38 Years,,"$9,500 ",4-Mar-21,Term Advance 10-Year,"$*,***","$3,000 ",4004,"ISYSXuTEhtQ,cjj2E9dwjjU",18 offers made by 11 investors,16,4.18,3-May-28
2991,"$4,001 ",4.47 x LTM,$895 ,$906 ,9.49 Years,,"$5,771 ",16-Apr-19,Term Advance 10-Year,"$*,***","$4,000 ",2991,9NUJ3VwTf8c,44 offers made by 28 investors,13,5.13,16-Apr-29
5526,"$138,000 ",8.20 x LTM,"$16,833 ","$19,823 ",8.05 Years,1,,,Life of Rights,"$***,***","$65,000 ",5526,E5ONTXHS2mM,41 offers made by 7 investors,,,
5538,"$79,500 ",31.00 x LTM,"$2,564 ","$2,607 ",142.51 Years,1,,,Life of Rights,—,"$10,000 ",5538,,14 offers made by 3 investors,,,
4429,"$4,500 ",3.49 x LTM,"$1,289 ","$1,845 ",17.43 Years,,"$6,400 ",13-Dec-21,Term Advance 10-Year,"$*,***","$3,500 ",4429,WEYMaSoXQUM,29 offers made by 13 investors,77,5.32,17-Jun-29
5516,"$28,100 ",6.22 x LTM,"$4,519 ",—,4.34 Years,,,,Life of Rights,"$**,***","$17,500 ",5516,"T0seYxfaoG0,Dw9VhFMOIIY",15 offers made by 8 investors,2,,
4967,"$4,000 ",20.45 x LTM,$196 ,$319 ,3.71 Years,,"$6,000 ",3-Sep-22,Life of Rights,$***,"$3,000 ",4967,"elyJSU0_sE4,mgxa5zvc_m8,S3BdfLNIiEg",25 offers made by 16 investors,3,,
5529,"$44,250 ",7.71 x LTM,"$5,737 ","$7,767 ",5.60 Years,,,,Life of Rights,"$**,***","$20,000 ",5529,"QryoOF5jEbc,0yZeOX4QbVc,e2XEZaZPzlE",56 offers made by 7 investors,18,,
5381,"$12,000 ",6.79 x LTM,"$1,767 ","$1,952 ",3.71 Years,,,,Life of Rights,"$*,***","$3,000 ",5381,"2s4n0oJk7uM,SX5iw2ccyZA,4HrzKKoh1ik",24 offers made by 5 investors,16,,
5524,"$300,000 ",4.21 x LTM,"$71,340 ",—,2.47 Years,,,,Life of Rights,"$***,***","$200,000 ",5524,"6PsFXDwzAbk,V3L3TmSbs04,JFX8cxzNdg8",8 offers made by 6 investors,289,,
5482,"$44,250 ",7.07 x LTM,"$6,259 ","$4,037 ",7.06 Years,,,,Life of Rights,"$**,***","$20,000 ",5482,"wFmAafUTJn0,GlBFKrW1ixs,qFpMRe7uWnY",34 offers made by 9 investors,209,,
5297,"$198,000 ",7.40 x LTM,"$26,773 ","$25,402 ",6.18 Years,,"$150,000 ",10-Apr-23,Life of Rights,"$***,***","$170,000 ",5297,"eWgORLLdctU,hZ67E2R77Uw,gBAfejjUQoA",12 offers made by 3 investors,49,,
5521,"$65,000 ",2.52 x LTM,"$25,789 ",—,1.62 Years,1,,,Life of Rights,—,"$25,000 ",5521,DiP5eorRbzo,3 offers made by 2 investors,,,
5460,"$56,000 ",7.64 x LTM,"$7,328 ","$6,526 ",8.18 Years,,,,Term Advance 30-Year,"$**,***","$25,000 ",5460,"ZgO2pN2xmVU,zmUn7V6uuZM,BptDznVpt6M,uVcTnvDBPDw",17 offers made by 4 investors,274,30,9-Feb-54
4894,"$5,580 ",12.38 x LTM,$451 ,—,2.25 Years,1,"$4,460 ",17-Oct-22,Term Advance 30-Year,—,"$1,925 ",4894,FaA1-weqWgg,42 offers made by 16 investors,,28.69,17-Oct-52
5127,"$9,800 ",7.53 x LTM,"$1,302 ","$1,634 ",5.25 Years,,"$11,100 ",20-Feb-23,Term Advance 30-Year,"$*,***","$9,200 ",5127,"5rCEE0Goslo,f2ZoNEpzJYo,ouayO3p6zAU",30 offers made by 7 investors,49,29.03,20-Feb-53
5502,"$6,750 ",6.19 x LTM,"$1,091 ",$707 ,7.00 Years,,,,Term Advance 30-Year,"$*,***","$2,000 ",5502,gca1eSTtF00,9 offers made by 5 investors,2,30,7-Feb-54
5503,"$156,000 ",10.72 x LTM,"$14,548 ","$12,321 ",19.55 Years,,"$300,000 ",10-Aug-21,Life of Rights,"$**,***","$101,000 ",5503,"RJLkcPhVi9w,X9fLbfzCqWw",40 offers made by 7 investors,70,,
4298,"$45,882 ",5.25 x LTM,"$8,738 ","$8,454 ",6.70 Years,,,,Term Advance 10-Year,"$**,***","$26,000 ",4298,"7OrLroFa0AI,EyBooxCkF3A,1yYV9-KoSUM",30 offers made by 5 investors,58,10,1-Feb-34
5488,"$111,000 ",7.83 x LTM,"$14,177 ","$12,782 ",10.71 Years,,,,Life of Rights,"$**,***","$105,000 ",5488,"OGNHLc4FWwA,UOuxTQpxawc,SNXuQJo94pc",30 offers made by 8 investors,232,,
5481,"$65,000 ",13.61 x LTM,"$4,777 ","$4,696 ",26.69 Years,1,,,Life of Rights,"$**,***","$20,000 ",5481,ZX3wwbFi_iI,23 offers made by 5 investors,,,
4555,"$5,000 ",3.50 x LTM,"$1,430 ","$1,111 ",13.13 Years,,"$6,522 ",25-Apr-20,Term Advance 10-Year,"$*,***","$4,200 ",4555,09y8THtoqJc,32 offers made by 16 investors,29,5.4,26-Jun-29
5480,"$130,000 ",5.17 x LTM,"$25,126 ","$34,845 ",3.97 Years,,,,Life of Rights,"$***,***","$80,000 ",5480,"jW3aJ-3SEVU,7M2wE6J2gL8,WNl8kDDdnOo",38 offers made by 9 investors,27,,
5422,"$1,250,000 ",6.92 x LTM,"$180,749 ","$311,749 ",3.46 Years,1,,,Life of Rights,—,"$625,000 ",5422,AG-erEMhumc,,,,
5444,"$16,500 ",16.50 x LTM,"$1,000 ",$726 ,31.71 Years,,,,Life of Rights,"$*,***","$4,000 ",5444,"Naf5uJYGoiU,8uQq0lK0Vyg,lZD7Oc7pW_Y",36 offers made by 7 investors,32,,
5204,"$4,150 ",4.20 x LTM,$988 ,$844 ,10.52 Years,,"$3,400 ",6-Jun-23,Term Advance 10-Year,"$*,***","$1,700 ",5204,ZdtNR0Gu_FI,25 offers made by 13 investors,25,4.72,15-Oct-28
5464,"$535,000 ",8.16 x LTM,"$65,559 ","$68,551 ",5.15 Years,,,,Life of Rights,"$***,***","$285,000 ",5464,"DRS_PpOrUZ4,0PAfFCTZkt0,yjki-9Pthh0,U9BwWKXjVaI",72 offers made by 8 investors,36,,
5478,"$38,000 ",7.04 x LTM,"$5,399 ","$3,651 ",7.67 Years,,,,Life of Rights,"$**,***","$15,000 ",5478,"wFmAafUTJn0,GlBFKrW1ixs,qFpMRe7uWnY",17 offers made by 6 investors,181,,
5104,"$52,750 ",6.66 x LTM,"$7,921 ","$8,106 ",7.82 Years,,"$42,000 ",5-Mar-23,Term Advance 30-Year,—,"$18,729 ",5104,"BxRQNO8vg2Y,B04XZv6SugI,fj9ala8nZ7U",9 offers made by 3 investors,38,29.11,5-Mar-53
4605,"$2,800 ",11.74 x LTM,$239 ,$305 ,10.69 Years,,"$2,500 ",19-Apr-22,Term Advance 10-Year,$***,"$2,800 ",4605,dkJv9ElFR-c,49 offers made by 23 investors,16,5.14,14-Mar-29
